0	3713
0	6177
0	5313
0	3370
0	6059
0	4366
0	4371
0	8980
0	7128
0	6525
1	1061
1	2177
1	905
1	9803
1	4274
1	303
1	3730
1	5239
1	5085
1	1726
2	8230
2	3560
2	1964
2	5963
2	3756
2	4880
2	8691
2	2892
2	7551
2	8924
2	6591
3	1252
3	967
3	616
3	7022
3	4976
3	9554
3	1876
3	7000
3	5658
4	6498
4	9703
4	8779
4	2739
4	5618
4	5459
4	7573
4	5531
4	1375
5	6528
5	6337
5	1698
5	7107
5	6058
5	6321
5	8245
5	280
5	9502
5	277
6	4706
6	1704
6	6409
6	5602
6	5776
6	7144
6	7538
6	8215
6	1275
6	7465
7	8832
7	6947
7	4709
7	3336
7	3561
7	8035
7	5301
7	347
7	1245
8	3428
8	3621
8	2534
8	2249
8	3316
8	5783
8	6905
8	7770
8	8212
9	3813
9	9105
9	3085
9	8558
9	3920
9	2513
9	883
9	1422
9	6057
9	1621
10	2304
10	5889
10	9765
10	5703
10	4073
10	2156
10	4845
10	6479
10	2729
10	5179
10	9181
10	6431
11	4896
11	9104
11	7627
11	2056
11	6633
11	2474
11	9677
11	4942
11	2095
11	6576
11	1717
11	9270
11	7739
11	6255
12	6832
12	5160
12	4202
12	6508
12	5166
12	1680
12	5480
12	7029
12	5196
12	7385
13	5921
13	1730
13	4013
13	1743
13	3448
13	499
13	500
13	376
13	859
13	4605
13	7870
14	8704
14	2727
14	4104
14	4681
14	8587
14	4200
14	9202
14	1907
14	3479
14	408
14	7921
14	5279
15	4897
15	1155
15	5510
15	7975
15	3720
15	1327
15	6504
15	9780
15	5054
16	1444
16	6156
16	4430
16	925
16	7602
16	8981
16	1718
16	8055
16	377
16	5370
16	5341
17	9414
17	5862
17	1415
17	9097
17	6072
17	5430
17	6999
17	1912
17	8393
17	94
18	1088
18	8101
18	9351
18	1224
18	5623
18	274
18	5933
18	5712
18	8982
18	3575
18	1212
19	7653
19	8070
19	752
19	5300
19	5765
19	3354
19	8507
19	6269
19	3923
20	8386
20	5267
20	4933
20	9414
20	8041
20	3564
20	9169
20	3347
20	1397
20	6871
20	8057
21	6432
21	4129
21	1387
21	3654
21	4744
21	3849
21	4107
21	4434
21	7075
21	1366
21	1400
21	2458
21	3135
22	7074
22	9443
22	5544
22	5495
22	941
22	2928
22	8753
22	4727
22	3320
23	1571
23	7236
23	9253
23	6571
23	7223
23	633
23	3610
23	7548
23	5241
24	3233
24	1115
24	2469
24	8010
24	4268
24	784
24	1074
24	3125
24	4859
24	1981
25	4290
25	2436
25	569
25	8396
25	6572
25	7694
25	8945
25	6068
25	6005
25	8694
25	471
25	9595
26	7296
26	5572
26	7045
26	3432
26	8745
26	3024
26	4793
26	7542
26	585
26	7460
26	31
27	8993
27	9986
27	9192
27	9802
27	2478
27	2127
27	8723
27	9174
27	6007
28	7300
28	1610
28	3115
28	6352
28	5842
28	7828
28	6265
28	4991
28	511
29	8353
29	8162
29	996
29	1834
29	9877
29	8984
29	3387
29	1916
29	5342
29	4287
30	672
30	929
30	5523
30	8803
30	3622
30	7241
30	3466
30	1164
30	7315
30	7287
30	8827
30	9738
30	7615
31	2950
31	8040
31	3605
31	9966
31	3432
31	914
31	9749
31	4793
32	9763
32	1638
32	8049
32	4328
32	3753
32	8044
32	3693
32	776
32	3843
32	5882
32	3867
32	3258
33	2051
33	6374
33	230
33	2481
33	2632
33	9482
33	9576
33	344
33	1268
33	5271
33	4760
33	6458
34	8516
34	5733
34	431
34	5810
34	1492
34	4438
34	5978
34	4603
34	8830
35	8097
35	513
35	9223
35	1037
35	9511
35	5872
35	3441
35	5283
35	2609
35	1465
35	3706
35	3647
35	735
36	3334
36	1318
36	8241
36	6635
36	4784
36	6609
36	980
36	9175
36	8542
37	2721
37	7750
37	7560
37	5038
37	9552
37	8630
37	5496
37	4798
37	7263
